State,District,month,Day,Rainfall,Date,flood_occurred,rainfall_3day,rainfall_7day
andaman & nicobar,nicobars,3,5,0.0,2022-03-05,0,0.0,0.0
andaman & nicobar,nicobars,3,6,0.0,2022-03-06,0,0.0,0.0
andaman & nicobar,nicobars,3,7,0.0,2022-03-07,0,0.0,0.0
andaman & nicobar,nicobars,3,8,0.0,2022-03-08,0,0.0,0.0
andaman & nicobar,nicobars,3,9,0.0,2022-03-09,0,0.0,0.0
andaman & nicobar,nicobars,3,10,0.0,2022-03-10,0,0.0,0.0
andaman & nicobar,nicobars,3,11,0.0,2022-03-11,0,0.0,0.0
andaman & nicobar,nicobars,3,12,0.0,2022-03-12,0,0.0,0.0
andaman & nicobar,nicobars,3,13,0.0,2022-03-13,0,0.0,0.0
andaman & nicobar,nicobars,3,14,0.0,2022-03-14,0,0.0,0.0
andaman & nicobar,nicobars,3,15,0.0,2022-03-15,0,0.0,0.0
andaman & nicobar,nicobars,3,16,0.0,2022-03-16,0,0.0,0.0
andaman & nicobar,nicobars,3,17,0.0,2022-03-17,0,0.0,0.0
andaman & nicobar,nicobars,3,18,0.0,2022-03-18,0,0.0,0.0
andaman & nicobar,nicobars,3,19,0.0,2022-03-19,0,0.0,0.0
andaman & nicobar,nicobars,3,20,0.0,2022-03-20,0,0.0,0.0
andaman & nicobar,nicobars,3,21,0.0,2022-03-21,0,0.0,0.0
andaman & nicobar,nicobars,3,22,0.0,2022-03-22,0,0.0,0.0
andaman & nicobar,nicobars,3,23,0.0,2022-03-23,0,0.0,0.0
andaman & nicobar,nicobars,3,24,0.0,2022-03-24,0,0.0,0.0
andaman & nicobar,nicobars,3,25,0.0,2022-03-25,0,0.0,0.0
andaman & nicobar,nicobars,3,26,0.0,2022-03-26,0,0.0,0.0
andaman & nicobar,nicobars,3,27,0.0,2022-03-27,0,0.0,0.0
andaman & nicobar,nicobars,3,28,0.0,2022-03-28,0,0.0,0.0
andaman & nicobar,nicobars,3,29,0.0,2022-03-29,0,0.0,0.0
andaman & nicobar,nicobars,3,30,0.0,2022-03-30,0,0.0,0.0
andaman & nicobar,nicobars,3,31,0.0,2022-03-31,0,0.0,0.0
andaman & nicobar,nicobars,4,1,0.0,2022-04-01,0,0.0,0.0
andaman & nicobar,nicobars,4,2,0.0,2022-04-02,0,0.0,0.0
andaman & nicobar,nicobars,4,3,0.0,2022-04-03,0,0.0,0.0
andaman & nicobar,nicobars,4,4,0.0,2022-04-04,0,0.0,0.0
andaman & nicobar,nicobars,4,5,0.0,2022-04-05,0,0.0,0.0
andaman & nicobar,nicobars,4,6,0.0,2022-04-06,0,0.0,0.0
andaman & nicobar,nicobars,4,7,0.0,2022-04-07,0,0.0,0.0
andaman & nicobar,nicobars,4,8,0.0,2022-04-08,0,0.0,0.0
andaman & nicobar,nicobars,4,9,0.0,2022-04-09,0,0.0,0.0
andaman & nicobar,nicobars,4,10,0.0,2022-04-10,0,0.0,0.0
andaman & nicobar,nicobars,4,11,0.0,2022-04-11,0,0.0,0.0
andaman & nicobar,nicobars,4,12,0.0,2022-04-12,0,0.0,0.0
andaman & nicobar,nicobars,4,13,0.0,2022-04-13,0,0.0,0.0
andaman & nicobar,nicobars,4,14,0.0,2022-04-14,0,0.0,0.0
andaman & nicobar,nicobars,4,15,0.0,2022-04-15,0,0.0,0.0
andaman & nicobar,nicobars,4,16,0.0,2022-04-16,0,0.0,0.0
andaman & nicobar,nicobars,4,17,0.0,2022-04-17,0,0.0,0.0
andaman & nicobar,nicobars,4,18,0.0,2022-04-18,0,0.0,0.0
andaman & nicobar,nicobars,4,19,0.0,2022-04-19,0,0.0,0.0
andaman & nicobar,nicobars,4,20,0.0,2022-04-20,0,0.0,0.0
andaman & nicobar,nicobars,4,21,0.0,2022-04-21,0,0.0,0.0
andaman & nicobar,nicobars,4,22,0.0,2022-04-22,0,0.0,0.0
andaman & nicobar,nicobars,4,23,0.0,2022-04-23,0,0.0,0.0
andaman & nicobar,nicobars,4,24,0.0,2022-04-24,0,0.0,0.0
andaman & nicobar,nicobars,4,25,0.0,2022-04-25,0,0.0,0.0
andaman & nicobar,nicobars,4,26,0.0,2022-04-26,0,0.0,0.0
andaman & nicobar,nicobars,4,27,0.0,2022-04-27,0,0.0,0.0
andaman & nicobar,nicobars,4,28,0.0,2022-04-28,0,0.0,0.0
andaman & nicobar,nicobars,4,29,0.0,2022-04-29,0,0.0,0.0
andaman & nicobar,nicobars,4,30,0.0,2022-04-30,0,0.0,0.0
andaman & nicobar,nicobars,5,1,0.0,2022-05-01,0,0.0,0.0
andaman & nicobar,nicobars,5,2,0.0,2022-05-02,0,0.0,0.0
andaman & nicobar,nicobars,5,3,0.0,2022-05-03,0,0.0,0.0
andaman & nicobar,nicobars,5,4,0.0,2022-05-04,0,0.0,0.0
andaman & nicobar,nicobars,5,5,0.0,2022-05-05,0,0.0,0.0
andaman & nicobar,nicobars,5,6,0.0,2022-05-06,0,0.0,0.0
andaman & nicobar,nicobars,5,7,0.0,2022-05-07,0,0.0,0.0
andaman & nicobar,nicobars,5,8,0.0,2022-05-08,0,0.0,0.0
andaman & nicobar,nicobars,5,9,0.0,2022-05-09,0,0.0,0.0
andaman & nicobar,nicobars,5,10,0.0,2022-05-10,0,0.0,0.0
andaman & nicobar,nicobars,5,11,0.0,2022-05-11,0,0.0,0.0
andaman & nicobar,nicobars,5,12,0.0,2022-05-12,0,0.0,0.0
andaman & nicobar,nicobars,5,13,0.0,2022-05-13,0,0.0,0.0
andaman & nicobar,nicobars,5,14,0.0,2022-05-14,0,0.0,0.0
andaman & nicobar,nicobars,5,15,0.0,2022-05-15,0,0.0,0.0
andaman & nicobar,nicobars,5,16,0.0,2022-05-16,0,0.0,0.0
andaman & nicobar,nicobars,5,17,0.0,2022-05-17,0,0.0,0.0
andaman & nicobar,nicobars,5,18,0.0,2022-05-18,0,0.0,0.0
andaman & nicobar,nicobars,5,19,0.0,2022-05-19,0,0.0,0.0
andaman & nicobar,nicobars,5,20,0.0,2022-05-20,0,0.0,0.0
andaman & nicobar,nicobars,5,21,0.0,2022-05-21,0,0.0,0.0
andaman & nicobar,nicobars,5,22,0.0,2022-05-22,0,0.0,0.0
andaman & nicobar,nicobars,5,23,0.0,2022-05-23,0,0.0,0.0
andaman & nicobar,nicobars,5,24,0.0,2022-05-24,0,0.0,0.0
andaman & nicobar,nicobars,5,25,0.0,2022-05-25,0,0.0,0.0
andaman & nicobar,nicobars,5,26,0.0,2022-05-26,0,0.0,0.0
andaman & nicobar,nicobars,5,27,0.0,2022-05-27,0,0.0,0.0
andaman & nicobar,nicobars,5,28,0.0,2022-05-28,0,0.0,0.0
andaman & nicobar,nicobars,5,29,0.0,2022-05-29,0,0.0,0.0
andaman & nicobar,nicobars,5,30,0.0,2022-05-30,0,0.0,0.0
andaman & nicobar,nicobars,5,31,0.0,2022-05-31,0,0.0,0.0
andaman & nicobar,nicobars,6,1,0.0,2022-06-01,0,0.0,0.0
andaman & nicobar,nicobars,6,2,0.0,2022-06-02,0,0.0,0.0
andaman & nicobar,nicobars,6,3,0.0,2022-06-03,0,0.0,0.0
andaman & nicobar,nicobars,6,4,0.0,2022-06-04,0,0.0,0.0
andaman & nicobar,nicobars,6,5,0.0,2022-06-05,0,0.0,0.0
andaman & nicobar,nicobars,6,6,0.0,2022-06-06,0,0.0,0.0
andaman & nicobar,nicobars,6,7,0.0,2022-06-07,0,0.0,0.0
andaman & nicobar,nicobars,6,8,0.0,2022-06-08,0,0.0,0.0
andaman & nicobar,nicobars,6,9,0.0,2022-06-09,0,0.0,0.0
andaman & nicobar,nicobars,6,10,0.0,2022-06-10,0,0.0,0.0
andaman & nicobar,nicobars,6,11,0.0,2022-06-11,0,0.0,0.0
andaman & nicobar,nicobars,6,12,0.0,2022-06-12,0,0.0,0.0
andaman & nicobar,nicobars,6,13,0.0,2022-06-13,0,0.0,0.0
andaman & nicobar,nicobars,6,14,0.0,2022-06-14,0,0.0,0.0
andaman & nicobar,nicobars,6,15,0.0,2022-06-15,0,0.0,0.0
andaman & nicobar,nicobars,6,16,0.0,2022-06-16,0,0.0,0.0
andaman & nicobar,nicobars,6,17,0.0,2022-06-17,0,0.0,0.0
andaman & nicobar,nicobars,6,18,0.0,2022-06-18,0,0.0,0.0
andaman & nicobar,nicobars,6,19,0.0,2022-06-19,0,0.0,0.0
andaman & nicobar,nicobars,6,20,0.0,2022-06-20,0,0.0,0.0
andaman & nicobar,nicobars,6,21,0.0,2022-06-21,0,0.0,0.0
andaman & nicobar,nicobars,6,22,0.0,2022-06-22,0,0.0,0.0
andaman & nicobar,nicobars,6,23,0.0,2022-06-23,0,0.0,0.0
andaman & nicobar,nicobars,6,24,0.0,2022-06-24,0,0.0,0.0
andaman & nicobar,nicobars,6,25,0.0,2022-06-25,0,0.0,0.0
andaman & nicobar,nicobars,6,26,0.0,2022-06-26,0,0.0,0.0
andaman & nicobar,nicobars,6,27,0.0,2022-06-27,0,0.0,0.0
andaman & nicobar,nicobars,6,28,0.0,2022-06-28,0,0.0,0.0
andaman & nicobar,nicobars,6,29,0.0,2022-06-29,0,0.0,0.0
andaman & nicobar,nicobars,6,30,0.0,2022-06-30,0,0.0,0.0
andaman & nicobar,nicobars,7,1,0.0,2022-07-01,0,0.0,0.0
andaman & nicobar,nicobars,7,2,0.0,2022-07-02,0,0.0,0.0
andaman & nicobar,nicobars,7,3,0.0,2022-07-03,0,0.0,0.0
andaman & nicobar,nicobars,7,4,0.0,2022-07-04,0,0.0,0.0
andaman & nicobar,nicobars,7,5,0.0,2022-07-05,0,0.0,0.0
andaman & nicobar,nicobars,7,6,0.0,2022-07-06,0,0.0,0.0
andaman & nicobar,nicobars,7,7,0.0,2022-07-07,0,0.0,0.0
andaman & nicobar,nicobars,7,8,0.0,2022-07-08,0,0.0,0.0
andaman & nicobar,nicobars,7,9,0.0,2022-07-09,0,0.0,0.0
andaman & nicobar,nicobars,7,10,0.0,2022-07-10,0,0.0,0.0
andaman & nicobar,nicobars,7,11,0.0,2022-07-11,0,0.0,0.0
andaman & nicobar,nicobars,7,12,0.0,2022-07-12,0,0.0,0.0
andaman & nicobar,nicobars,7,13,0.0,2022-07-13,0,0.0,0.0
andaman & nicobar,nicobars,7,14,0.0,2022-07-14,0,0.0,0.0
andaman & nicobar,nicobars,7,15,0.0,2022-07-15,0,0.0,0.0
andaman & nicobar,nicobars,7,16,0.0,2022-07-16,0,0.0,0.0
andaman & nicobar,nicobars,7,17,0.0,2022-07-17,0,0.0,0.0
andaman & nicobar,nicobars,7,18,0.0,2022-07-18,0,0.0,0.0
andaman & nicobar,nicobars,7,19,0.0,2022-07-19,0,0.0,0.0
andaman & nicobar,nicobars,7,20,0.0,2022-07-20,0,0.0,0.0
andaman & nicobar,nicobars,7,21,0.0,2022-07-21,0,0.0,0.0
andaman & nicobar,nicobars,7,22,0.0,2022-07-22,0,0.0,0.0
andaman & nicobar,nicobars,7,23,0.0,2022-07-23,0,0.0,0.0
andaman & nicobar,nicobars,7,24,0.0,2022-07-24,0,0.0,0.0
andaman & nicobar,nicobars,7,25,0.0,2022-07-25,0,0.0,0.0
andaman & nicobar,nicobars,7,26,0.0,2022-07-26,0,0.0,0.0
andaman & nicobar,nicobars,7,27,0.0,2022-07-27,0,0.0,0.0
andaman & nicobar,nicobars,7,28,0.0,2022-07-28,0,0.0,0.0
andaman & nicobar,nicobars,7,29,0.0,2022-07-29,0,0.0,0.0
andaman & nicobar,nicobars,7,30,0.0,2022-07-30,0,0.0,0.0
andaman & nicobar,nicobars,7,31,0.0,2022-07-31,0,0.0,0.0
andaman & nicobar,nicobars,8,1,0.0,2022-08-01,0,0.0,0.0
andaman & nicobar,nicobars,8,2,0.0,2022-08-02,0,0.0,0.0
andaman & nicobar,nicobars,8,3,0.0,2022-08-03,0,0.0,0.0
andaman & nicobar,nicobars,8,4,0.0,2022-08-04,0,0.0,0.0
andaman & nicobar,nicobars,8,5,0.0,2022-08-05,0,0.0,0.0
andaman & nicobar,nicobars,8,6,0.0,2022-08-06,0,0.0,0.0
andaman & nicobar,nicobars,8,7,0.0,2022-08-07,0,0.0,0.0
andaman & nicobar,nicobars,8,8,0.0,2022-08-08,0,0.0,0.0
andaman & nicobar,nicobars,8,9,0.0,2022-08-09,0,0.0,0.0
andaman & nicobar,nicobars,8,10,0.0,2022-08-10,0,0.0,0.0
andaman & nicobar,nicobars,8,11,0.0,2022-08-11,0,0.0,0.0
andaman & nicobar,nicobars,8,12,0.0,2022-08-12,0,0.0,0.0
andaman & nicobar,nicobars,8,13,0.0,2022-08-13,0,0.0,0.0
andaman & nicobar,nicobars,8,14,0.0,2022-08-14,0,0.0,0.0
andaman & nicobar,nicobars,8,15,0.0,2022-08-15,0,0.0,0.0
andaman & nicobar,nicobars,8,16,0.0,2022-08-16,0,0.0,0.0
andaman & nicobar,nicobars,8,17,0.0,2022-08-17,0,0.0,0.0
andaman & nicobar,nicobars,8,18,0.0,2022-08-18,0,0.0,0.0
andaman & nicobar,nicobars,8,19,0.0,2022-08-19,0,0.0,0.0
andaman & nicobar,nicobars,8,20,0.0,2022-08-20,0,0.0,0.0
andaman & nicobar,nicobars,8,21,0.0,2022-08-21,0,0.0,0.0
andaman & nicobar,nicobars,8,22,0.0,2022-08-22,0,0.0,0.0
andaman & nicobar,nicobars,8,23,0.0,2022-08-23,0,0.0,0.0
andaman & nicobar,nicobars,8,24,0.0,2022-08-24,0,0.0,0.0
andaman & nicobar,nicobars,8,25,0.0,2022-08-25,0,0.0,0.0
andaman & nicobar,nicobars,8,26,0.0,2022-08-26,0,0.0,0.0
andaman & nicobar,nicobars,8,27,0.0,2022-08-27,0,0.0,0.0
andaman & nicobar,nicobars,8,28,0.0,2022-08-28,0,0.0,0.0
andaman & nicobar,nicobars,8,29,0.0,2022-08-29,0,0.0,0.0
andaman & nicobar,nicobars,8,30,0.0,2022-08-30,0,0.0,0.0
andaman & nicobar,nicobars,8,31,0.0,2022-08-31,0,0.0,0.0
andaman & nicobar,nicobars,9,1,0.0,2022-09-01,0,0.0,0.0
andaman & nicobar,nicobars,9,2,0.0,2022-09-02,0,0.0,0.0
andaman & nicobar,nicobars,9,3,0.0,2022-09-03,0,0.0,0.0
andaman & nicobar,nicobars,9,4,0.0,2022-09-04,0,0.0,0.0
andaman & nicobar,nicobars,9,5,0.0,2022-09-05,0,0.0,0.0
andaman & nicobar,nicobars,9,6,0.0,2022-09-06,0,0.0,0.0
andaman & nicobar,nicobars,9,7,0.0,2022-09-07,0,0.0,0.0
andaman & nicobar,nicobars,9,8,0.0,2022-09-08,0,0.0,0.0
andaman & nicobar,nicobars,9,9,0.0,2022-09-09,0,0.0,0.0
andaman & nicobar,nicobars,9,10,0.0,2022-09-10,0,0.0,0.0
andaman & nicobar,nicobars,9,11,0.0,2022-09-11,0,0.0,0.0
andaman & nicobar,nicobars,9,12,0.0,2022-09-12,0,0.0,0.0
andaman & nicobar,nicobars,9,13,0.0,2022-09-13,0,0.0,0.0
andaman & nicobar,nicobars,9,14,0.0,2022-09-14,0,0.0,0.0
andaman & nicobar,nicobars,9,15,0.0,2022-09-15,0,0.0,0.0
andaman & nicobar,nicobars,9,16,0.0,2022-09-16,0,0.0,0.0
andaman & nicobar,nicobars,9,17,0.0,2022-09-17,0,0.0,0.0
andaman & nicobar,nicobars,9,18,0.0,2022-09-18,0,0.0,0.0
andaman & nicobar,nicobars,9,19,0.0,2022-09-19,0,0.0,0.0
andaman & nicobar,nicobars,9,20,0.0,2022-09-20,0,0.0,0.0
andaman & nicobar,nicobars,9,21,0.0,2022-09-21,0,0.0,0.0
andaman & nicobar,nicobars,9,22,0.0,2022-09-22,0,0.0,0.0
andaman & nicobar,nicobars,9,23,0.0,2022-09-23,0,0.0,0.0
andaman & nicobar,nicobars,9,24,0.0,2022-09-24,0,0.0,0.0
andaman & nicobar,nicobars,9,25,0.0,2022-09-25,0,0.0,0.0
andaman & nicobar,nicobars,9,26,0.0,2022-09-26,0,0.0,0.0
andaman & nicobar,nicobars,9,27,0.0,2022-09-27,0,0.0,0.0
andaman & nicobar,nicobars,9,28,0.0,2022-09-28,0,0.0,0.0
andaman & nicobar,nicobars,9,29,0.0,2022-09-29,0,0.0,0.0
andaman & nicobar,nicobars,9,30,0.0,2022-09-30,0,0.0,0.0
andaman & nicobar,nicobars,11,1,0.0,2022-11-01,0,0.0,0.0
andaman & nicobar,nicobars,11,2,0.0,2022-11-02,0,0.0,0.0
andaman & nicobar,nicobars,11,3,0.0,2022-11-03,0,0.0,0.0
andaman & nicobar,nicobars,11,4,0.0,2022-11-04,0,0.0,0.0
andaman & nicobar,nicobars,11,5,0.0,2022-11-05,0,0.0,0.0
andaman & nicobar,nicobars,11,6,0.0,2022-11-06,0,0.0,0.0
andaman & nicobar,nicobars,11,7,0.0,2022-11-07,0,0.0,0.0
andaman & nicobar,nicobars,11,8,0.0,2022-11-08,0,0.0,0.0
andaman & nicobar,nicobars,11,9,0.0,2022-11-09,0,0.0,0.0
andaman & nicobar,nicobars,11,10,0.0,2022-11-10,0,0.0,0.0
andaman & nicobar,nicobars,11,11,0.0,2022-11-11,0,0.0,0.0
andaman & nicobar,nicobars,11,12,0.0,2022-11-12,0,0.0,0.0
andaman & nicobar,nicobars,11,13,0.0,2022-11-13,0,0.0,0.0
andaman & nicobar,nicobars,11,14,0.0,2022-11-14,0,0.0,0.0
andaman & nicobar,nicobars,11,15,0.0,2022-11-15,0,0.0,0.0
andaman & nicobar,nicobars,11,16,0.0,2022-11-16,0,0.0,0.0
andaman & nicobar,nicobars,11,17,0.0,2022-11-17,0,0.0,0.0
andaman & nicobar,nicobars,11,18,0.0,2022-11-18,0,0.0,0.0
andaman & nicobar,nicobars,11,19,0.0,2022-11-19,0,0.0,0.0
andaman & nicobar,nicobars,11,20,0.0,2022-11-20,0,0.0,0.0
andaman & nicobar,nicobars,11,21,0.0,2022-11-21,0,0.0,0.0
andaman & nicobar,nicobars,11,22,0.0,2022-11-22,0,0.0,0.0
andaman & nicobar,nicobars,11,23,0.0,2022-11-23,0,0.0,0.0
andaman & nicobar,nicobars,11,24,0.0,2022-11-24,0,0.0,0.0
andaman & nicobar,nicobars,11,25,0.0,2022-11-25,0,0.0,0.0
andaman & nicobar,nicobars,11,26,0.0,2022-11-26,0,0.0,0.0
andaman & nicobar,nicobars,11,27,0.0,2022-11-27,0,0.0,0.0
andaman & nicobar,nicobars,11,28,0.0,2022-11-28,0,0.0,0.0
andaman & nicobar,nicobars,11,29,0.0,2022-11-29,0,0.0,0.0
andaman & nicobar,nicobars,11,30,0.0,2022-11-30,0,0.0,0.0
andaman & nicobar,nicobars,12,1,0.0,2022-12-01,0,0.0,0.0
andaman & nicobar,nicobars,12,2,0.0,2022-12-02,0,0.0,0.0
andaman & nicobar,nicobars,12,3,0.0,2022-12-03,0,0.0,0.0
andaman & nicobar,nicobars,12,4,0.0,2022-12-04,0,0.0,0.0
andaman & nicobar,nicobars,12,5,0.0,2022-12-05,0,0.0,0.0
andaman & nicobar,nicobars,12,6,0.0,2022-12-06,0,0.0,0.0
andaman & nicobar,nicobars,12,7,0.0,2022-12-07,0,0.0,0.0
andaman & nicobar,nicobars,12,8,0.0,2022-12-08,0,0.0,0.0
andaman & nicobar,nicobars,12,9,0.0,2022-12-09,0,0.0,0.0
andaman & nicobar,nicobars,12,10,0.0,2022-12-10,0,0.0,0.0
andaman & nicobar,nicobars,12,11,0.0,2022-12-11,0,0.0,0.0
andaman & nicobar,nicobars,12,12,0.0,2022-12-12,0,0.0,0.0
andaman & nicobar,nicobars,12,13,0.0,2022-12-13,0,0.0,0.0
andaman & nicobar,nicobars,12,14,0.0,2022-12-14,0,0.0,0.0
andaman & nicobar,nicobars,12,15,0.0,2022-12-15,0,0.0,0.0
andaman & nicobar,nicobars,12,16,0.0,2022-12-16,0,0.0,0.0
andaman & nicobar,nicobars,12,17,0.0,2022-12-17,0,0.0,0.0
andaman & nicobar,nicobars,12,18,0.0,2022-12-18,0,0.0,0.0
andaman & nicobar,nicobars,12,19,0.0,2022-12-19,0,0.0,0.0
andaman & nicobar,nicobars,12,20,0.0,2022-12-20,0,0.0,0.0
andaman & nicobar,nicobars,12,21,0.0,2022-12-21,0,0.0,0.0
andaman & nicobar,nicobars,12,22,0.0,2022-12-22,0,0.0,0.0
